Accident Number,Date and Time,Number of Motor Vehicles,Number of Injuries,Number of Fatalities,Property Damage,Hit and Run,Reporting Officer,Collision Type Code,Collision Type Description,Weather Code,Weather Description,Illumination Code,Illumination Description,Harmful Code,Harmful Code Description,Street Address,City,State,ZIP,RPA,Precinct,Latitude,Longitude,Mapped Location
20190812452,11/08/2019 08:45:00 AM,4,2,0,,N,352179,98,OTHER,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 89 0 I 65,NASHVILLE,TN,37207,20020,MADISO,36.2309,-86.7709,POINT (-86.7709 36.2309)
20190616308,08/18/2019 12:00:00 AM,2,0,0,,Y,311328,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12;14,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE,DEADERICK ST & NATIONSBANK PLZ,NASHVILLE,TN,37219,4159,CENTRA,36.1655,-86.7811,POINT (-86.7811 36.1655)
20190736865,10/06/2019 08:30:00 PM,1,0,0,,N,769379,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,34,DITCH,CURREY RD & SOUTHWOOD DR,NASHVILLE,TN,37211,8809,SOUTH,36.1165,-86.7119,POINT (-86.7119 36.1165)
20190731963,10/04/2019 05:10:00 PM,2,0,0,,N,320582,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 89 9 I 65,NASHVILLE,TN,37207,2002,MADISO,36.2374,-86.759,POINT (-86.759 36.2374)
20190896333,12/14/2019 11:57:00 AM,4,0,0,,Y,834798,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12;7,MOTOR VEHICLE IN TRANSPORT,MM 5 8 I 440,NASHVILLE,TN,37204,83062,MIDTOW,36.1217,-86.7596,POINT (-86.7596 36.1217)
20190759620,10/16/2019 06:05:00 PM,1,0,0,Y,N,179580,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,34;40,DITCH;MAIL BOX,YOKLEY RD & TONEY RD,NASHVILLE,TN,37207,3017,NORTH,36.2131,-86.792,POINT (-86.792 36.2131)
20190860062,11/28/2019 08:40:00 PM,1,0,0,Y,N,352204,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,3,DARK - LIGHTED,29,LUMINAIRE/LIGHT SUPPORT,BELLEVUE CTR PVTDR & HIGHWAY 70S,NASHVILLE,TN,37221,4813,WEST,36.0787,-86.9507,POINT (-86.9507 36.0787)
20190670133,09/09/2019 07:06:00 AM,2,0,0,,Y,224955,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,DICKERSON PKE & NESBITT DR,MADISON,TN,37115,2101,MADISO,36.2798,-86.7499,POINT (-86.7499 36.2798)
20190844059,11/21/2019 04:58:00 PM,2,0,0,,N,240983,4,ANGLE,21,CLEAR,5,DUSK,12,MOTOR VEHICLE IN TRANSPORT,HOBSON PKE & SMITH SPRINGS PKWY,ANTIOCH,TN,37013,8907,SOUTH,36.0683,-86.5858,POINT (-86.5858 36.0683)
20190647137,08/30/2019 08:48:00 AM,2,0,0,,N,716886,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,SUGAR VALLEY DR & NOLENSVILLE PKE,ANTIOCH,TN,37013,8759,SOUTH,36.0158,-86.7053,POINT (-86.7053 36.0158)
20190763832,10/18/2019 12:00:00 AM,2,0,0,,Y,109534,4,ANGLE,21,CLEAR,1,DAYLIGHT,14;99,PARKED MOTOR VEHICLE;UNKNOWN MOST HARMFUL EVENT,SCOTTS CREEK TRL & SCOTTS CREEK PKWY,HERMITAGE,TN,37076,9509,HERMIT,36.2025,-86.5959,POINT (-86.5959 36.2025)
20190772910,10/22/2019 03:08:00 PM,2,0,0,,N,579971,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HARDING PL & ANTIOCH PKE,NASHVILLE,TN,37211,8843,SOUTH,36.0878,-86.6914,POINT (-86.6914 36.0878)
20190808680,11/06/2019 04:25:00 PM,2,0,0,,N,240983,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,NASHBORO BLVD & MURFREESBORO PKE,NASHVILLE,TN,37217,8935,HERMIT,36.0884,-86.6478,POINT (-86.6478 36.0884)
20190900714,12/16/2019 05:40:00 PM,2,0,0,,N,256384,4,ANGLE,2,RAIN,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,TRIMBLE ST & WHARF AV,NASHVILLE,TN,37210,8147,SOUTH,36.1464,-86.7629,POINT (-86.7629 36.1464)
20190887358,12/10/2019 09:05:00 PM,3,1,0,,Y,384408,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,OPRY MILLS DR & BRILEY PKWY S EXT RAMP,NASHVILLE,TN,37214,9209,HERMIT,36.1978,-86.6913,POINT (-86.6913 36.1978)
20190749409,10/12/2019 11:13:00 AM,2,0,0,,N,812949,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,28TH AVN & ALBION ST,NASHVILLE,TN,37208,4525,NORTH,36.1637,-86.8198,POINT (-86.8198 36.1637)
20190852297,11/25/2019 11:30:00 AM,2,0,0,,N,109534,4,ANGLE,21,CLEAR,,,12,MOTOR VEHICLE IN TRANSPORT,EAST THOMPSON LN & MURFREESBORO PKE,NASHVILLE,TN,37217,8879,SOUTH,36.1267,-86.7111,POINT (-86.7111 36.1267)
20190751744,10/13/2019 05:14:00 PM,2,3,0,,N,197435,2,HEAD-ON,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,GALLATIN PKE & HART LN,NASHVILLE,TN,37216,1441,EAST,36.2116,-86.7326,POINT (-86.7326 36.2116)
20190640962,08/27/2019 11:50:00 PM,2,0,0,,Y,311340,4,ANGLE,21,CLEAR,3,DARK - LIGHTED,12;14,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE,BENTON AV & GRANTLAND AV,NASHVILLE,TN,37204,6945,MIDTOW,36.1324,-86.7775,POINT (-86.7775 36.1324)
20190869426,12/03/2019 10:35:00 AM,3,0,0,,Y,343522,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 192 8 I 40,NASHVILLE,TN,37221,4804,WEST,36.077,-87.0154,POINT (-87.0154 36.077)
20190790704,10/30/2019 11:26:00 AM,5,4,0,,N,352198,5,SIDESWIPE - SAME DIRECTION,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 91 3 I 65,MADISON,TN,37115,2006,MADISO,36.2514,-86.7406,POINT (-86.7406 36.2514)
20190639488,08/27/2019 11:17:00 AM,2,0,0,,N,226622,4,ANGLE,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,ORLANDO AV & CHARLOTTE PKE,NASHVILLE,TN,37209,5103,WEST,36.15,-86.8573,POINT (-86.8573 36.15)
20190622093,08/20/2019 04:37:00 PM,2,0,0,,N,151132,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,NORTHSIDE MARKETPLACE PVTDR & GALLATIN P,MADISON,TN,37115,1721,MADISO,36.3073,-86.6848,POINT (-86.6848 36.3073)
20190850465,11/24/2019 03:10:00 PM,1,1,0,,N,352192,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,1,,OLD HICKORY BLVD & TIDWELL RD,NASHVILLE,TN,37221,4711,WEST,36.1144,-86.923,POINT (-86.923 36.1144)
20190654770,09/01/2019 11:20:00 AM,2,0,0,,Y,224464,5,SIDESWIPE - SAME DIRECTION,,,1,DAYLIGHT,12;14,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE,5TH AVN & BUCHANAN ST,NASHVILLE,TN,37208,4337,NORTH,36.1835,-86.7933,POINT (-86.7933 36.1835)
20190929534,12/30/2019 12:20:00 PM,2,0,0,,N,348631,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MAIN ST & SPRING ST,NASHVILLE,TN,37206,1113,EAST,36.1728,-86.7653,POINT (-86.7653 36.1728)
20190840968,11/20/2019 12:20:00 PM,1,1,0,,N,343522,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,24;63,GUARDRAIL FACE;Ran Off Road-Right,MCCRORY LN & POPLAR CREEK RD,NASHVILLE,TN,37221,4811,WEST,36.0528,-86.9851,POINT (-86.9851 36.0528)
20190764858,10/18/2019 07:36:00 PM,2,0,0,,N,151132,11,Front to Rear,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,EWING DR & BRICK CHURCH PKE,NASHVILLE,TN,37207,2031,MADISO,36.025,-86.721,POINT (-86.721 36.025)
20190870102,12/03/2019 04:35:00 PM,1,1,0,,N,717341,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,1;63,Ran Off Road-Right,MURFREESBORO PKE & MOUNTAIN SPRINGS RD,ANTIOCH,TN,37013,8927,SOUTH,36.0478,-86.6121,POINT (-86.6121 36.0478)
20190771942,10/22/2019 07:21:00 AM,2,0,0,,Y,474557,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,TUSCULUM RD & NOLENSVILLE PKE,NASHVILLE,TN,37211,8715,SOUTH,36.0591,-86.7162,POINT (-86.7162 36.0591)
20190898942,12/15/2019 11:11:00 PM,2,1,0,,N,352205,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,STATE HWY 155 & MUSIC VALLEY DR,NASHVILLE,TN,37214,92860,HERMIT,36.2297,-86.6986,POINT (-86.6986 36.2297)
20190610726,08/16/2019 12:00:00 AM,2,0,0,,Y,137872,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,OLD HICKORY BLVD & 28TH ST,OLD HICKORY,TN,37138,9711,HERMIT,36.2462,-86.6396,POINT (-86.6396 36.2462)
20190780224,10/25/2019 02:50:00 PM,3,0,0,,N,240966,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 47 6 I 24,NASHVILLE,TN,37207,1904,CENTRA,36.1803,-86.7744,POINT (-86.7744 36.1803)
20190904633,12/18/2019 06:50:00 AM,2,0,0,,Y,755026,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,THOMPSON LN & MASHBURN RD,NASHVILLE,TN,37211,8423,SOUTH,36.1097,-86.731,POINT (-86.731 36.1097)
20190615101,08/17/2019 11:10:00 PM,2,0,0,,Y,320578,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,2,DARK - NOT LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,FRANKLIN LIMESTONE RD & MURFREESBORO PKE,NASHVILLE,TN,37217,8853,SOUTH,36.0944,-86.6534,POINT (-86.6534 36.0944)
20190775478,10/23/2019 03:41:00 PM,2,4,0,,N,256423,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BRILEY PKWYN & BRILEY PKWYS,NASHVILLE,TN,37211,8404,SOUTH,36.1092,-86.727,POINT (-86.727 36.1092)
20190599806,08/12/2019 07:40:00 AM,2,0,0,,Y,402660,98,OTHER,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MONTGOMERY BELL AV & HARDING PKE,NASHVILLE,TN,37205,6019,WEST,36.128,-86.8382,POINT (-86.8382 36.128)
20190753055,10/14/2019 07:33:00 AM,1,0,0,Y,N,352167,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,36,CONCRETE TRAFFIC BARRIER,I24 E ENT RAMP & I 24,NASHVILLE,TN,37213,1007,CENTRA,36.1662,-86.7659,POINT (-86.7659 36.1662)
20190684953,09/14/2019 12:00:00 AM,2,0,0,,Y,299270,9,UNKNOWN,21,CLEAR,9,UNKNOWN,12;14,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE,HUMPHREYS ST & BROWN ST,NASHVILLE,TN,37203,8009,MIDTOW,36.1419,-86.7678,POINT (-86.7678 36.1419)
20190791698,10/30/2019 03:36:00 PM,2,0,0,,N,279124,4,ANGLE,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HERMITAGE AV & LEA AV,NASHVILLE,TN,37210,4033,CENTRA,36.1566,-86.7687,POINT (-86.7687 36.1566)
20190640416,08/27/2019 06:21:00 PM,3,0,0,,Y,151132,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 94 4 I 65,MADISON,TN,37115,17042,MADISO,36.2921,-86.7207,POINT (-86.7207 36.2921)
20190684180,09/14/2019 04:23:00 PM,2,1,0,,N,279208,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,WEST END AV & 17TH AVS,NASHVILLE,TN,37203,5707,MIDTOW,36.1538,-86.7944,POINT (-86.7944 36.1538)
20190830462,11/16/2019 01:07:00 AM,2,0,0,,Y,256377,2,HEAD-ON,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MURFREESBORO PKE & DONELSON PKE,NASHVILLE,TN,37217,8841,SOUTH,36.1062,-86.6731,POINT (-86.6731 36.1062)
20190907416,12/19/2019 08:37:00 AM,2,2,0,Y,N,226622,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,18;27;30;46;63,OTHER OBJECT (NOT FIXED);H-WAY TRAFFIC SIGNAL POST;UTILITY POLE;TRAFFIC SIGNAL SUPPORT;Ran Off Road-Right,PAGE RD & HARDING PKE,NASHVILLE,TN,37205,6201,WEST,36.1002,-86.8707,POINT (-86.8707 36.1002)
20190682270,09/13/2019 06:48:00 PM,2,0,0,,N,330412,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,OLD HICKORY BLVDW & KEMPER DRN,MADISON,TN,37115,2039,MADISO,36.2677,-86.7481,POINT (-86.7481 36.2677)
20190761835,10/17/2019 04:40:00 PM,2,1,0,,N,212346,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,S 2ND ST & WOODLAND ST,NASHVILLE,TN,37213,1133,CENTRA,36.1695,-86.771,POINT (-86.771 36.1695)
20190863663,11/30/2019 07:20:00 PM,2,1,0,,N,256386,4,ANGLE,2,RAIN,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,BELL RD & HARBORWOOD DR,NASHVILLE,TN,37214,8989,HERMIT,36.1327,-86.6292,POINT (-86.6292 36.1327)
20190712811,09/26/2019 03:20:00 PM,2,0,0,,N,256394,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,KAREN DR & STATE HWY 155,NASHVILLE,TN,37217,8951,HERMIT,36.1395,-86.7002,POINT (-86.7002 36.1395)
20190771771,10/22/2019 05:40:00 AM,1,0,0,,N,298859,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,34,DITCH,US HWY 70 & GAYLAND CT,NASHVILLE,TN,37210,9019,HERMIT,36.1575,-86.7073,POINT (-86.7073 36.1575)
20190832705,11/17/2019 03:09:00 AM,1,0,0,Y,Y,352215,9,UNKNOWN,21,CLEAR,3,DARK - LIGHTED,99,UNKNOWN MOST HARMFUL EVENT,AMALIE DR & AMALIE CT,NASHVILLE,TN,37211,8655,MIDTOW,36.0515,-86.7242,POINT (-86.7242 36.0515)
20190702465,09/22/2019 10:55:00 AM,2,0,0,,N,402660,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,ANNEX AV & CHARLOTTE PKE,NASHVILLE,TN,37209,5009,WEST,36.14,-86.8818,POINT (-86.8818 36.14)
20190656726,09/03/2019 08:40:00 AM,2,0,0,,Y,665896,4,ANGLE,21,CLEAR,1,DAYLIGHT,12;14,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE,700 CLEVELAND ST,NASHVILLE,TN,37207,1975,EAST,36.1851,-86.7601,POINT (-86.7601 36.1851)
20190754511,10/14/2019 08:15:00 PM,2,0,0,,Y,717341,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 54 0 I 24,NASHVILLE,TN,37211,88122,SOUTH,36.1064,-86.7188,POINT (-86.7188 36.1064)
20190737014,10/07/2019 05:02:00 AM,1,0,0,,N,474557,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,36,CONCRETE TRAFFIC BARRIER,MM 57 4 I 24,ANTIOCH,TN,37013,88080,SOUTH,36.0649,-86.6847,POINT (-86.6847 36.0649)
20190753071,10/14/2019 07:56:00 AM,2,0,0,,N,225773,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 3 1 I 440,NASHVILLE,TN,37215,6424,MIDTOW,36.1182,-86.8009,POINT (-86.8009 36.1182)
20190635542,08/25/2019 07:00:00 PM,1,1,0,,N,279225,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,1,DAYLIGHT,25,GUARDRAIL END,I40 E EXT RAMP & I 40,NASHVILLE,TN,37214,8955,HERMIT,36.155,-86.6271,POINT (-86.6271 36.155)
20190681651,09/13/2019 12:00:00 AM,1,0,0,Y,Y,226600,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,99,UNKNOWN,,,39,WALL,WOODMONT BLVD & WILSON BLVDS,NASHVILLE,TN,37215,6103,WEST,36.1164,-86.835,POINT (-86.835 36.1164)
20190702746,09/22/2019 02:20:00 PM,2,0,0,,N,298858,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,JAMES ROBERTSON PKWY & GAY ST,NASHVILLE,TN,37219,4203,CENTRA,36.192,-86.7173,POINT (-86.7173 36.192)
20190775389,10/23/2019 02:45:00 PM,2,0,0,,N,240983,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HARDING PL & TRAVELERS INN DR,NASHVILLE,TN,37211,8705,SOUTH,36.085,-86.7031,POINT (-86.7031 36.085)
20190782423,10/26/2019 03:50:00 PM,2,0,0,,Y,352156,5,SIDESWIPE - SAME DIRECTION,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BRILEY PKWY N EXT RAMP & BRILEY PKWYN,NASHVILLE,TN,37214,9223,HERMIT,36.1966,-86.6876,POINT (-86.6876 36.1966)
20190627917,08/22/2019 05:14:00 PM,2,0,0,,Y,256380,11,Front to Rear,21,CLEAR,1,DAYLIGHT,55,Motor Vehicle-In-Motion Outside Trafficw,DICKERSON PKE & SKYLINE COMMONS PVTDR,NASHVILLE,TN,37207,2011,MADISO,36.2475,-86.7568,POINT (-86.7568 36.2475)
20190894364,12/13/2019 01:25:00 PM,2,0,0,,Y,384414,5,SIDESWIPE - SAME DIRECTION,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,I 440 & UNKNOWN RAMP,NASHVILLE,TN,37210,83043,SOUTH,36.1257,-86.7314,POINT (-86.7314 36.1257)
20190769917,10/21/2019 10:45:00 AM,1,0,0,,N,665896,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,36,CONCRETE TRAFFIC BARRIER,MM 86 6 I 65,NASHVILLE,TN,37207,3002,NORTH,36.1959,-86.7761,POINT (-86.7761 36.1959)
20190845321,11/22/2019 06:10:00 AM,2,1,0,,N,728076,11,Front to Rear,2,RAIN,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 56 3 I 24,NASHVILLE,TN,37211,8708,SOUTH,36.0778,-86.6951,POINT (-86.6951 36.0778)
20190747365,10/11/2019 12:50:00 PM,2,0,0,,Y,352174,4,ANGLE,21,CLEAR,1,DAYLIGHT,1;12,MOTOR VEHICLE IN TRANSPORT,STONE BROOK DR & OLD HICKORY BLVD,BRENTWOOD,TN,37027,8623,MIDTOW,36.0409,-86.7794,POINT (-86.7794 36.0409)
20190865535,12/01/2019 07:53:00 PM,2,0,0,,Y,279208,11,Front to Rear,21,CLEAR,7,Dark-Unknown Lighting,12,MOTOR VEHICLE IN TRANSPORT,DIVISION ST & MUSIC CIRE,NASHVILLE,TN,37203,6719,MIDTOW,36.1516,-86.7885,POINT (-86.7885 36.1516)
20190781179,10/25/2019 11:30:00 PM,2,1,0,,N,298859,4,ANGLE,2,RAIN,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,SMITH SPRINGS RD & BELL RD,NASHVILLE,TN,37217,8965,HERMIT,36.0903,-86.6265,POINT (-86.6265 36.0903)
20190711961,09/26/2019 07:28:00 AM,2,0,0,,N,109534,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,FESSLERS LN & RUNDLE AV,NASHVILLE,TN,37210,8215,HERMIT,36.1467,-86.7438,POINT (-86.7438 36.1467)
20190930079,12/30/2019 05:25:00 PM,2,0,0,,N,279224,11,Front to Rear,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 49 2 I 24,NASHVILLE,TN,37213,1002,CENTRA,36.1637,-86.7625,POINT (-86.7625 36.1637)
20190627469,08/22/2019 01:51:00 PM,3,1,0,,N,834798,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 6 1 I 440,NASHVILLE,TN,37211,8106,MIDTOW,36.1221,-86.7542,POINT (-86.7542 36.1221)
20190664115,09/06/2019 08:48:00 AM,2,0,0,,N,109534,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,14,PARKED MOTOR VEHICLE,OLD LEBANON DIRT RD & LILI LN,HERMITAGE,TN,37076,9513,HERMIT,36.1888,-86.5907,POINT (-86.5907 36.1888)
20190650106,08/31/2019 10:49:00 AM,2,0,0,,N,306231,16,Rear to Side,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,10TH AVN & ROSA L PARKS BLVD,NASHVILLE,TN,37228,4445,NORTH,36.1932,-86.8069,POINT (-86.8069 36.1932)
20190815167,11/09/2019 12:00:00 AM,1,1,0,,Y,279200,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,8,PEDESTRIAN,11TH AVN & CHARLOTTE AV,NASHVILLE,TN,37203,4151,CENTRA,36.1621,-86.7906,POINT (-86.7906 36.1621)
20190761768,10/17/2019 04:04:00 PM,2,0,0,,N,151132,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,I65 S EXT RAMP & I 65,MADISON,TN,37115,20044,MADISO,36.2481,-86.743,POINT (-86.743 36.2481)
20190655807,09/03/2019 12:02:00 AM,1,0,0,Y,N,279117,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,24,GUARDRAIL FACE,ELLINGTON PKWYN & ELLINGTON PKWYS,NASHVILLE,TN,37216,1890,EAST,36.2227,-86.7464,POINT (-86.7464 36.2227)
20190899734,12/16/2019 08:32:00 AM,1,1,0,Y,N,676834,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,1,DAYLIGHT,38;71,FENCE;EMBANKMENT EARTH,CLARKSVILLE PKE & RAWLINGS RD,JOELTON,TN,37080,3329,NORTH,36.3115,-86.8827,POINT (-86.8827 36.3115)
20190836086,11/18/2019 04:49:00 PM,2,0,0,,N,299257,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,WOODMONT BLVD & CRESTRIDGE DR,NASHVILLE,TN,37204,7001,MIDTOW,36.11,-86.7778,POINT (-86.7778 36.11)
20190602575,08/13/2019 06:50:00 AM,2,0,0,,Y,402660,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,I65 S ENT RAMP & I 24,NASHVILLE,TN,37207,1906,EAST,36.1903,-86.776,POINT (-86.776 36.1903)
20190696451,09/19/2019 05:45:00 PM,2,0,0,,Y,212369,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 74 6 I 65,BRENTWOOD,TN,37027,8604,MIDTOW,36.0387,-86.7826,POINT (-86.7826 36.0387)
20190610795,08/16/2019 07:32:00 AM,3,2,0,,Y,716886,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,FOSTER AV & LYLE LN,NASHVILLE,TN,37210,8111,SOUTH,36.1282,-86.7421,POINT (-86.7421 36.1282)
20190609257,08/15/2019 04:00:00 PM,2,0,0,,N,256427,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 210 4 I 40,NASHVILLE,TN,37210,80022,SOUTH,36.1511,-86.7695,POINT (-86.7695 36.1511)
20190793143,10/31/2019 07:15:00 AM,2,0,0,,N,140790,5,SIDESWIPE - SAME DIRECTION,2,RAIN,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 219 8 I 40,HERMITAGE,TN,37076,94021,HERMIT,36.1631,-86.6175,POINT (-86.6175 36.1631)
20190884783,12/09/2019 10:45:00 PM,2,1,0,,N,352215,11,Front to Rear,2,RAIN,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,US HWY 31 ALT & STATE HWY 253,NASHVILLE,TN,37211,8651,MIDTOW,35.9969,-86.6899,POINT (-86.6899 35.9969)
20190815188,11/09/2019 03:00:00 PM,2,0,0,,N,433550,6,SIDESWIPE - OPPOSITE DIRECTION,21,CLEAR,1,DAYLIGHT,13,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY,RAMP & STATE HWY 45,HERMITAGE,TN,37076,9561,HERMIT,36.1742,-86.6025,POINT (-86.6025 36.1742)
20190747206,10/11/2019 11:25:00 AM,2,0,0,,N,665896,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,JAMES ROBERTSON PKWY & ELLINGTON PKWY N,NASHVILLE,TN,37206,1109,EAST,36.1718,-86.768,POINT (-86.768 36.1718)
20190774089,10/23/2019 12:56:00 AM,2,0,0,,Y,279203,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,2,DARK - NOT LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 211 6 I 40,NASHVILLE,TN,37210,82042,HERMIT,36.1508,-86.7502,POINT (-86.7502 36.1508)
