Accident Number,Date and Time,Number of Motor Vehicles,Number of Injuries,Number of Fatalities,Property Damage,Hit and Run,Reporting Officer,Collision Type Code,Collision Type Description,Weather Code,Weather Description,Illumination Code,Illumination Description,Harmful Code,Harmful Code Description,Street Address,City,State,ZIP,RPA,Precinct,Latitude,Longitude,Mapped Location
20190187392,03/09/2019 06:00:00 PM,2,0,0,,Y,256380,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BRILEY PKWYW & BRILEY PKWY E EXT RAMP,MADISON,TN,37115,1594,MADISO,36.236,-86.7267,POINT (-86.7267 36.236)
20190471445,06/21/2019 02:40:00 PM,2,0,0,,N,352209,5,SIDESWIPE - SAME DIRECTION,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,DOUGLAS AV & GALLATIN AV,NASHVILLE,TN,37206,1325,EAST,36.1927,-86.7444,POINT (-86.7444 36.1927)
20190135137,02/19/2019 09:26:00 AM,2,1,0,,N,212325,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,W MONTICELLO AV & GALLATIN PKEN,MADISON,TN,37115,1757,MADISO,36.288,-86.7079,POINT (-86.7079 36.288)
20190007433,01/03/2019 05:00:00 PM,2,0,0,,N,299266,4,ANGLE,22,CLOUDY,2,DARK - NOT LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,NOLENSVILLE PKE & HARDING PL,NASHVILLE,TN,37211,8445,SOUTH,36.0809,-86.7267,POINT (-86.7267 36.0809)
20190166995,03/02/2019 03:20:00 PM,2,0,0,,N,320581,5,SIDESWIPE - SAME DIRECTION,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,14TH AVN & CHARLOTTE AV,NASHVILLE,TN,37203,5501,MIDTOW,36.1608,-86.7937,POINT (-86.7937 36.1608)
20190022380,01/09/2019 03:12:00 PM,2,0,0,,N,134899,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,ELM HILL PKE & DONELSON PKE,NASHVILLE,TN,37214,9411,HERMIT,36.1485,-86.6651,POINT (-86.6651 36.1485)
20190180982,03/07/2019 11:00:00 AM,2,2,0,,N,676834,2,HEAD-ON,22,CLOUDY,1,DAYLIGHT,12;41,MOTOR VEHICLE IN TRANSPORT;SHRUBBERY,ASHLAND CITY HWY & CATO RD,NASHVILLE,TN,37218,3207,NORTH,36.2089,-86.8641,POINT (-86.8641 36.2089)
20190438951,06/09/2019 03:25:00 PM,2,1,0,,Y,256412,5,SIDESWIPE - SAME DIRECTION,22,CLOUDY,1,DAYLIGHT,13,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY,NOLENSVILLE PKE & HARDING PL,NASHVILLE,TN,37211,8445,SOUTH,36.0809,-86.7267,POINT (-86.7267 36.0809)
20190010273,01/04/2019 07:45:00 PM,2,1,0,,Y,240976,11,Front to Rear,22,CLOUDY,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,GALLATIN AV & EASTLAND AV,NASHVILLE,TN,37206,1243,EAST,36.1838,-86.7484,POINT (-86.7484 36.1838)
20190566061,07/30/2019 07:44:00 AM,2,0,0,,N,311799,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 89 7 I 65,NASHVILLE,TN,37207,2002,MADISO,36.2365,-86.7618,POINT (-86.7618 36.2365)
20190516560,07/10/2019 07:30:00 AM,2,0,0,,N,676834,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,ROSA L PARKS BLVD & CLARKSVILLE PKE,NASHVILLE,TN,37228,4483,NORTH,36.1888,-86.822,POINT (-86.822 36.1888)
20190510770,07/07/2019 06:00:00 PM,2,0,0,,N,298874,5,SIDESWIPE - SAME DIRECTION,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 49 1 I 24,NASHVILLE,TN,37206,10040,EAST,36.1647,-86.7634,POINT (-86.7634 36.1647)
20190100718,02/06/2019 04:00:00 PM,2,0,0,,N,206675,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,NORTHCREST DR & LEEANNE DR,NASHVILLE,TN,37211,8661,MIDTOW,36.0664,-86.7261,POINT (-86.7261 36.0664)
20190449954,06/13/2019 02:11:00 PM,2,0,0,,N,267831,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BRILEY PKWYN & URBANDALE AV,NASHVILLE,TN,37209,4637,WEST,36.1538,-86.8575,POINT (-86.8575 36.1538)
20190397677,05/24/2019 02:38:00 PM,2,0,0,,Y,807326,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 85 7 I 65,NASHVILLE,TN,37228,44060,NORTH,36.1906,-86.7899,POINT (-86.7899 36.1906)
20190348119,05/06/2019 06:21:00 PM,2,0,0,Y,Y,256380,98,OTHER,21,CLEAR,1,DAYLIGHT,14,PARKED MOTOR VEHICLE,HERMAN ST & 19TH AVN,NASHVILLE,TN,37208,5355,NORTH,36.1631,-86.8051,POINT (-86.8051 36.1631)
20190263032,04/05/2019 12:00:00 AM,2,1,0,,Y,298868,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MORROW RD & GEORGIA AV,NASHVILLE,TN,37209,4637,WEST,36.1552,-86.8528,POINT (-86.8528 36.1552)
20190579447,08/04/2019 01:26:00 PM,1,3,0,,N,311325,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,34,DITCH,BELL RD & LAKERIDGE RUN,NASHVILLE,TN,37214,8995,HERMIT,36.1428,-86.627,POINT (-86.627 36.1428)
20190367289,05/13/2019 11:45:00 PM,1,0,0,,N,493301,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,32,CULVERT,HIGHWAY 70S & CRESTMEADE,NASHVILLE,TN,37221,4901,WEST,36.0802,-86.9017,POINT (-86.9017 36.0802)
20190103784,02/07/2019 06:00:00 PM,1,0,0,Y,N,206675,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,18,OTHER OBJECT (NOT FIXED),VANDERBILT PL & 31ST AVS,NASHVILLE,TN,37212,5813,MIDTOW,36.1412,-86.8145,POINT (-86.8145 36.1412)
20190529956,07/15/2019 09:30:00 PM,2,0,0,,Y,151132,16,Rear to Side,22,CLOUDY,3,DARK - LIGHTED,12;14,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE,FAWNWOOD APTS PVTDR & WALTON LN,MADISON,TN,37115,1793,MADISO,36.2389,-86.7355,POINT (-86.7355 36.2389)
20190131702,02/18/2019 06:56:00 AM,1,0,0,,N,226098,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,71,EMBANKMENT EARTH,MM 32 0 I 24,JOELTON,TN,37080,3316,NORTH,36.339,-86.9162,POINT (-86.9162 36.339)
20190235406,03/26/2019 05:50:00 PM,2,0,0,,N,279214,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,WEDGEWOOD AV & BEECH AV,NASHVILLE,TN,37204,6919,MIDTOW,36.1343,-86.7806,POINT (-86.7806 36.1343)
20190000573,01/01/2019 05:00:00 AM,1,0,0,,Y,280010,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,36,CONCRETE TRAFFIC BARRIER,MM 54 4 I 24,NASHVILLE,TN,37211,84020,SOUTH,36.1017,-86.7129,POINT (-86.7129 36.1017)
20190533969,07/17/2019 08:40:00 AM,3,1,0,,N,352205,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 210 2 I 40,NASHVILLE,TN,37203,4006,CENTRA,36.1499,-86.7726,POINT (-86.7726 36.1499)
20190214796,03/19/2019 08:24:00 PM,2,0,0,,N,256380,4,ANGLE,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,4TH AVN & MADISON ST,NASHVILLE,TN,37208,4309,NORTH,36.1758,-86.7868,POINT (-86.7868 36.1758)
20190512227,07/08/2019 10:06:00 AM,2,0,0,,Y,226622,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,LEWIS ST & LAFAYETTE ST,NASHVILLE,TN,37210,8145,SOUTH,36.1083,-86.7324,POINT (-86.7324 36.1083)
20190349955,05/07/2019 09:11:00 AM,2,0,0,,N,716886,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 51 4 I 24,NASHVILLE,TN,37210,82061,HERMIT,36.1388,-86.7284,POINT (-86.7284 36.1388)
20190460071,06/17/2019 04:25:00 PM,2,5,1,,N,256383,2,HEAD-ON,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,TUSCULUM RD & OCALA DR,ANTIOCH,TN,37013,8713,SOUTH,36.0966,-86.7169,POINT (-86.7169 36.0966)
20190520902,07/11/2019 09:45:00 PM,2,1,0,,N,330438,4,ANGLE,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,OLD HICKORY BLVD & WOODLAND HILLS DR,NASHVILLE,TN,37211,8651,MIDTOW,36.0387,-86.731,POINT (-86.731 36.0387)
20190170839,03/04/2019 07:50:00 AM,2,0,0,,N,474557,11,Front to Rear,98,OTHER (NARRATIVE),1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,RURAL HILL RD & TOOK LN,ANTIOCH,TN,37013,8861,SOUTH,36.0586,-86.6454,POINT (-86.6454 36.0586)
20190564941,07/29/2019 06:40:00 PM,2,1,0,,Y,311344,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12;7,MOTOR VEHICLE IN TRANSPORT,STATE RT 45 & KATE ST,MADISON,TN,37115,1701,MADISO,36.2639,-86.7074,POINT (-86.7074 36.2639)
20190115406,02/12/2019 07:25:00 AM,2,0,0,,Y,299264,5,SIDESWIPE - SAME DIRECTION,2,RAIN,3,DARK - LIGHTED,14,PARKED MOTOR VEHICLE,21ST AVN & CHARLOTTE AV,NASHVILLE,TN,37209,5339,NORTH,36.1565,-86.8065,POINT (-86.8065 36.1565)
20190461898,06/18/2019 10:09:00 AM,2,1,0,,N,462474,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BROADWAY & 20TH AVS,NASHVILLE,TN,37203,5711,MIDTOW,36.1496,-86.798,POINT (-86.798 36.1496)
20190125702,02/15/2019 01:36:00 PM,2,0,0,,N,716886,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,THOMPSON LN & NOLENSVILLE PKE,NASHVILLE,TN,37211,8425,SOUTH,36.1109,-86.7447,POINT (-86.7447 36.1109)
20190250197,04/01/2019 07:06:00 AM,2,0,0,,N,191578,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 215 5 I 40,NASHVILLE,TN,37217,89020,HERMIT,36.1432,-86.6865,POINT (-86.6865 36.1432)
20190282269,04/12/2019 12:00:00 AM,2,1,0,,N,279200,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,3RD AVS & BROADWAY,NASHVILLE,TN,37201,4105,CENTRA,36.1615,-86.776,POINT (-86.776 36.1615)
20190579656,08/04/2019 04:16:00 PM,2,0,0,,N,298863,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,4TH AVS & LAFAYETTE ST,NASHVILLE,TN,37203,4007,CENTRA,36.1515,-86.7711,POINT (-86.7711 36.1515)
20190285023,04/13/2019 09:26:00 PM,2,0,0,,N,256505,4,ANGLE,2,RAIN,2,DARK - NOT LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 77 3 I 65,NASHVILLE,TN,37220,86042,MIDTOW,36.0758,-86.7677,POINT (-86.7677 36.0758)
20190458955,06/17/2019 07:29:00 AM,2,0,0,,N,420035,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 40 9 I 24,WHITES CREEK,TN,37189,20161,MADISO,36.2725,-86.7951,POINT (-86.7951 36.2725)
20190520843,07/11/2019 09:17:00 PM,2,2,0,,N,330428,4,ANGLE,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,WHITE BRIDGE PKE & HARDING PKE,NASHVILLE,TN,37205,5015,WEST,36.1253,-86.8479,POINT (-86.8479 36.1253)
20190115410,02/12/2019 09:00:00 AM,2,0,0,,N,716886,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 6 8 I 440,NASHVILLE,TN,37210,81040,SOUTH,36.1244,-86.7398,POINT (-86.7398 36.1244)
20190426010,06/04/2019 01:40:00 PM,2,0,0,,Y,279230,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 59 0 I 24,ANTIOCH,TN,37013,8808,SOUTH,36.049,-86.6651,POINT (-86.6651 36.049)
20190546156,07/22/2019 07:46:00 AM,2,1,0,,N,311804,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,JEFFERSON ST & 5TH AVN,NASHVILLE,TN,37219,4235,CENTRA,36.1743,-86.7874,POINT (-86.7874 36.1743)
20190334691,05/01/2019 09:52:00 AM,2,0,0,,N,462474,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HILLSBORO PKE & HARDING PL,NASHVILLE,TN,,6115,WEST,,,
20190014802,01/06/2019 11:15:00 PM,2,0,0,,Y,727203,11,Front to Rear,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,WOODLAND ST & S 9TH ST,NASHVILLE,TN,37206,1119,EAST,36.1749,-86.7569,POINT (-86.7569 36.1749)
20190195537,03/12/2019 08:40:00 PM,2,0,0,,N,608786,4,ANGLE,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,OLD HICKORY BLVD & MARYDALE DR,NASHVILLE,TN,37207,2025,MADISO,36.2718,-86.7615,POINT (-86.7615 36.2718)
20190172173,03/04/2019 06:13:00 PM,2,0,0,,N,151132,11,Front to Rear,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,OLD HICKORY BLVDW & I65 S ENT RAMP,MADISON,TN,37115,2041,MADISO,36.2649,-86.7381,POINT (-86.7381 36.2649)
20190369189,05/14/2019 03:43:00 PM,2,0,0,,N,256380,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BRICK CHURCH PIKE & WEAKLEY AVE,NASHVILLE,TN,37207,3003,NORTH,36.1987,-86.777,POINT (-86.777 36.1987)
20190577144,08/03/2019 11:51:00 AM,2,0,0,,N,299243,16,Rear to Side,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,S 2ND ST & VICTORY AV,NASHVILLE,TN,37213,1103,CENTRA,36.1653,-86.7685,POINT (-86.7685 36.1653)
20190355871,05/09/2019 09:03:00 AM,2,1,0,,N,902543,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,ELLINGTON PKWYS & ELLINGTON PKWYN,NASHVILLE,TN,37207,1995,EAST,36.1758,-86.7666,POINT (-86.7666 36.1758)
20190311984,04/23/2019 07:17:00 AM,2,0,0,,N,690942,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,KOREAN VETERANS BLVD & 8TH AVS,NASHVILLE,TN,37203,4043,CENTRA,36.1553,-86.7783,POINT (-86.7783 36.1553)
20190269585,04/08/2019 08:56:00 AM,2,0,0,,N,311331,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,I24 W EXT RAMP & I 24,NASHVILLE,TN,37211,8829,SOUTH,36.1074,-86.7197,POINT (-86.7197 36.1074)
20190543022,07/20/2019 05:36:00 PM,2,0,0,,N,197068,4,ANGLE,22,CLOUDY,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,5TH AVN & UNION ST,NASHVILLE,TN,37219,4141,CENTRA,36.1643,-86.7809,POINT (-86.7809 36.1643)
20190496309,07/01/2019 06:07:00 PM,2,0,0,,N,690942,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,11TH AVN & CHARLOTTE AV,NASHVILLE,TN,37203,4151,CENTRA,36.1621,-86.7906,POINT (-86.7906 36.1621)
20190138686,02/20/2019 12:25:00 PM,2,0,0,,N,191578,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,I40 E EXT RAMP & OLD HICKORY BLVD,HERMITAGE,TN,37076,9527,HERMIT,36.1696,-86.601,POINT (-86.601 36.1696)
20190265209,04/06/2019 12:33:00 PM,2,0,0,,N,256428,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,ELLINGTON PKWYS & BRILEY PKWY E EXT RAMP,NASHVILLE,TN,37216,1880,EAST,36.2367,-86.7439,POINT (-86.7439 36.2367)
20190378768,05/17/2019 05:27:00 PM,2,0,0,,N,320585,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,ELM HILL PKE & WANDA DR,NASHVILLE,TN,37210,9041,HERMIT,36.1505,-86.6963,POINT (-86.6963 36.1505)
20190531849,07/16/2019 01:46:00 PM,2,0,0,,N,137872,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MURFREESBORO PKE & PHILFRE CT,NASHVILLE,TN,37211,8803,SOUTH,36.078,-86.6829,POINT (-86.6829 36.078)
20190184041,03/08/2019 10:56:00 AM,3,2,0,,N,665896,11,Front to Rear,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MAIN ST & S 9TH ST,NASHVILLE,TN,37206,1119,EAST,36.1759,-86.7572,POINT (-86.7572 36.1759)
20190337546,05/02/2019 10:22:00 AM,3,0,0,,N,226622,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,HARDING PKE & KENNER AV,NASHVILLE,TN,37205,6021,WEST,36.1261,-86.8461,POINT (-86.8461 36.1261)
20190467810,06/20/2019 10:20:00 AM,3,0,0,,N,716886,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 55 0 I 24,NASHVILLE,TN,37211,8812,SOUTH,36.0948,-86.7069,POINT (-86.7069 36.0948)
20190480802,06/25/2019 06:03:00 PM,3,0,0,,N,267831,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,OLD HICKORY BLVD & WEST MINISTER DR,NASHVILLE,TN,37221,6215,WEST,36.0517,-86.8874,POINT (-86.8874 36.0517)
20190173971,03/05/2019 08:00:00 AM,2,0,0,,Y,676834,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BUENA VISTA PKE & CLARKSVILLE PKE,NASHVILLE,TN,37218,3161,NORTH,36.1937,-86.8312,POINT (-86.8312 36.1937)
20190537826,07/18/2019 05:39:00 PM,2,0,0,,Y,299257,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 79 0 I 65,NASHVILLE,TN,37204,8502,MIDTOW,36.0987,-86.7636,POINT (-86.7636 36.0987)
20190391583,05/22/2019 03:15:00 PM,2,0,0,,N,256412,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,I24 E EXT RAMP & I 24,NASHVILLE,TN,37207,30080,NORTH,36.2378,-86.7872,POINT (-86.7872 36.2378)
20190193430,03/12/2019 07:40:00 AM,4,2,0,,N,876573,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 6 8 I 440,NASHVILLE,TN,37210,81040,SOUTH,36.1244,-86.7398,POINT (-86.7398 36.1244)
20190293401,04/16/2019 08:40:00 PM,2,0,0,,N,725756,11,Front to Rear,21,CLEAR,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,HARDING PKE & BROOK HOLLOW RD,NASHVILLE,TN,37205,4913,WEST,36.095,-86.8804,POINT (-86.8804 36.095)
20190093447,02/04/2019 11:25:00 AM,2,1,0,,N,226098,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BUENA VISTA PKE & W TRINITY LN,NASHVILLE,TN,37218,3101,NORTH,36.2025,-86.8205,POINT (-86.8205 36.2025)
20190361631,05/11/2019 12:06:00 PM,2,0,0,,N,352214,4,ANGLE,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,DONELSON PKE & BLUEFIELD AV,NASHVILLE,TN,37214,9401,HERMIT,36.1647,-86.6638,POINT (-86.6638 36.1647)
20190044844,01/17/2019 06:44:00 PM,2,0,0,,N,714641,5,SIDESWIPE - SAME DIRECTION,2,RAIN,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BROADWAY & 14TH AVS,NASHVILLE,TN,37203,5701,MIDTOW,36.1557,-86.7897,POINT (-86.7897 36.1557)
20190270064,04/08/2019 01:09:00 PM,1,1,0,Y,N,279116,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,1;24;25;27;29,GUARDRAIL FACE;GUARDRAIL END;H-WAY TRAFFIC SIGNAL POST;LUMINAIRE/LIGHT SUPPORT,I65 S ENT RAMP & I 65,NASHVILLE,TN,37207,3007,NORTH,36.2057,-86.778,POINT (-86.778 36.2057)
20190141402,02/21/2019 09:49:00 AM,2,2,0,,N,226136,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,I440 W ENT RAMP & I 440,NASHVILLE,TN,37210,81021,SOUTH,36.1259,-86.7322,POINT (-86.7322 36.1259)
20190217827,03/20/2019 06:13:00 PM,2,3,0,Y,N,256380,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,W TRINITY LN & WHITES CREEK PKE,NASHVILLE,TN,37207,3009,NORTH,36.207,-86.7916,POINT (-86.7916 36.207)
20190550645,07/23/2019 08:53:00 PM,2,0,0,,N,179582,11,Front to Rear,21,CLEAR,2,DARK - NOT LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MM 56 3 I 24,NASHVILLE,TN,37211,8708,SOUTH,36.0778,-86.6951,POINT (-86.6951 36.0778)
20190238847,03/27/2019 08:11:00 PM,2,0,0,,Y,909497,11,Front to Rear,21,CLEAR,2,DARK - NOT LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,OLD HICKORY BLVD & ANDREW JACKSON PKWY,HERMITAGE,TN,37076,9561,HERMIT,36.1836,-86.6107,POINT (-86.6107 36.1836)
20190135324,02/19/2019 10:35:00 AM,2,0,0,,N,224955,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,RIVERGATE PKWY & GALLATIN PKEN,MADISON,TN,37115,1731,MADISO,36.2969,-86.6992,POINT (-86.6992 36.2969)
20190340332,05/03/2019 10:20:00 AM,2,0,0,,Y,716886,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BELL RD & MURFREESBORO PKE,ANTIOCH,TN,37013,8865,SOUTH,36.0719,-86.6362,POINT (-86.6362 36.0719)
20190228311,03/24/2019 12:35:00 PM,2,3,0,,N,481573,11,Front to Rear,2,RAIN,1,DAYLIGHT,12;8,MOTOR VEHICLE IN TRANSPORT;PEDESTRIAN,DEMONBREUN ST & MUSIC CIRE,NASHVILLE,TN,37203,6721,MIDTOW,36.1528,-86.79,POINT (-86.79 36.1528)
20190323065,04/26/2019 03:37:00 PM,2,0,0,,N,320585,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,LAFAYETTE ST & 2ND AVS,NASHVILLE,TN,37210,8201,HERMIT,36.1507,-86.768,POINT (-86.768 36.1507)
20190569927,07/31/2019 04:51:00 PM,2,0,0,,N,134903,11,Front to Rear,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 222 0 I 40,HERMITAGE,TN,37076,9502,HERMIT,36.1694,-86.5791,POINT (-86.5791 36.1694)
20190505149,07/04/2019 10:30:00 PM,2,0,0,,Y,240978,11,Front to Rear,5,FOG,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,JAMES ROBERTSON PKWY & SPRING ST,NASHVILLE,TN,37206,1113,EAST,36.1728,-86.7653,POINT (-86.7653 36.1728)
20190377570,05/17/2019 08:05:00 AM,2,0,0,,N,226600,4,ANGLE,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,MM 2 4 I 440,NASHVILLE,TN,37215,6008,WEST,36.1238,-86.8108,POINT (-86.8108 36.1238)
20190574938,08/02/2019 02:44:00 PM,2,0,0,,N,320597,11,Front to Rear,21,CLEAR,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,BELL RD & I24 E EXT RAMP,ANTIOCH,TN,37013,8751,SOUTH,36.0451,-86.6593,POINT (-86.6593 36.0451)
20190564862,07/29/2019 06:06:00 PM,2,1,0,,N,256383,3,REAR-TO-REAR,21,CLEAR,1,DAYLIGHT,55,Motor Vehicle-In-Motion Outside Trafficw,3563 PIN HOOK RD,ANTIOCH,TN,37013,8927,SOUTH,36.0512,-86.6103,POINT (-86.6103 36.0512)
20190081186,01/30/2019 06:31:00 PM,3,0,0,,N,299241,5,SIDESWIPE - SAME DIRECTION,21,CLEAR,7,Dark-Unknown Lighting,12,MOTOR VEHICLE IN TRANSPORT,MM 213 0 I 40,NASHVILLE,TN,37210,8219,HERMIT,36.1407,-86.7323,POINT (-86.7323 36.1407)
20190006393,01/03/2019 10:45:00 AM,2,0,0,,N,191578,5,SIDESWIPE - SAME DIRECTION,22,CLOUDY,1,DAYLIGHT,12,MOTOR VEHICLE IN TRANSPORT,LEBANON PKE & J B ESTILLE DR,NASHVILLE,TN,37214,9125,HERMIT,36.1687,-86.6669,POINT (-86.6669 36.1687)
20190284997,04/13/2019 09:45:00 PM,2,2,0,,Y,279214,4,ANGLE,2,RAIN,3,DARK - LIGHTED,12,MOTOR VEHICLE IN TRANSPORT,MCMURRAY DR & HILSON RD,NASHVILLE,TN,37211,8657,MIDTOW,36.0549,-86.729,POINT (-86.729 36.0549)
